,urb_id,urb_type,transfer_type,endpoint_number,urb_direction,device_number,bus_number,setup_request,data_flag,urb_sec,urb_usec,urb_status,urb_length,data_length,urb_unusedsetup_header,payload_data
168,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,460178,0,6,6,0,"(0, 33, 0, 254, 255, 0)"
169,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,460203,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
170,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,468170,0,6,6,0,"(0, 32, 0, 253, 255, 0)"
171,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,468175,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
172,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,476173,0,6,6,0,"(0, 31, 0, 249, 255, 0)"
173,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,476179,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
174,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,484171,0,6,6,0,"(0, 29, 0, 247, 255, 0)"
175,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,484175,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
176,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,492340,0,6,6,0,"(0, 28, 0, 245, 255, 0)"
177,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,492352,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
178,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,500393,0,6,6,0,"(0, 26, 0, 244, 255, 0)"
179,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,500405,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
180,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,508140,0,6,6,0,"(0, 25, 0, 244, 255, 0)"
181,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,508151,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
182,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,516348,0,6,6,0,"(0, 23, 0, 243, 255, 0)"
183,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,516360,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
184,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,524348,0,6,6,0,"(0, 19, 0, 242, 255, 0)"
185,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,524361,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
186,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,532377,0,6,6,0,"(0, 16, 0, 241, 255, 0)"
187,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,532390,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
188,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,540355,0,6,6,0,"(0, 14, 0, 240, 255, 0)"
189,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,540368,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
190,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,548392,0,6,6,0,"(0, 11, 0, 238, 255, 0)"
191,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,548404,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
192,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,556332,0,6,6,0,"(0, 9, 0, 236, 255, 0)"
193,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,556343,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
194,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,564183,0,6,6,0,"(0, 7, 0, 236, 255, 0)"
195,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,564194,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
196,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,572398,0,6,6,0,"(0, 6, 0, 235, 255, 0)"
197,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,572410,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
198,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,580397,0,6,6,0,"(0, 4, 0, 235, 255, 0)"
199,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,580409,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
200,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,588376,0,6,6,0,"(0, 2, 0, 237, 255, 0)"
